question1,question2,label
Trẻ nặng dưới bao nhiêu kí khi sinh gần như chắc chắn mắc tinh hoàn ẩn?,Tại sao bị bệnh gan nhiễm mỡ dù nhẹ cũng rất nguy hiểm đến tính mạng?,0
Hậu quả nếu U nang buồng trứng không được điều trị là gì ?,bệnh Không dung nạp Lactose,0
Nứt nẻ môi thường đi kèm các hiện tượng nào ?,Làm sao để phòng và điều trị bệnh nứt môi chảy máu ?,1
Đau dạ dày là biểu hiện của những bệnh lý nào ?,Phòng ngừa bệnh Viêm màng hoạt dịch,0
5 lợi ích lâu dài của việc uống sữa nghệ,Nghệ có tác dụng tốt trên da không ?,1
Triệu chứng bệnh Thiểu sản men răng?,Thiểu sản men răng do nhiễm trùng hoặc chấn thương như thế nào?,1
Ưu điểm của nội soi ổ bụng để phát hiện thoát vị bẹn?,Điều trị mất nước như thế nào?,0
Nên ăn uống như thế nào cho đúng ?,Có cần theo dõi trọng lượng cơ thể trước và sau tập luyện không ?,1
Tỷ lệ vô sinh ở phụ nữ mắc bệnh buồng trứng đa nang có cao không ?,VA là tổ chức gì ?,0
Nguyên nhân bệnh Lỵ amip cấp,Viêm gân nhị đầu vai là tình trạng bệnh lý gì ?,0
Các biện pháp điều trị bệnh Tiểu đường thai kỳ?,Mắc tiểu đường thai kỳ mẹ có thể sinh thường không?,1
Các biện pháp chẩn đoán bệnh Viêm xoang,Những xét nghiệm nào giúp chẩn đoán bệnh Viêm xoang ?,1
Phụ nữ nên làm gì khi mắc các bệnh viêm nhiễm phụ khoa ?,Tiểu đường tuýp 2 có chữa được không?,0
Nguyên nhân bệnh Viêm phổi ở trẻ em là gì ?,Những triệu chứng điển hình của bệnh Viêm đường hô hấp dưới là gì ?,0
Trước khi tập thể dục nên làm những gì ?,Làm thế nào để tận dụng thời gian tập thể dục ?,1
Uống đủ nước có làm giảm nguy cơ mắc bệnh cảm cúm không ?,Công thức làm nước detox ngon nhất?,0
"Rượu, bia ảnh hưởng đến sức khỏe như thế nào ?",Bệnh Lưỡi bản đồ có lây truyền không,0
Lạm dụng thuốc tránh thai khẩn cấp có gây bướu cổ?,Triệu chứng bệnh Rối loạn tiền đình biểu hiện như thế nào ?,0
Độ tuổi tăng nguy cơ mắc thai chứng?,Những đường lây truyền bệnh lao kê,0
Các biện pháp chẩn đoán bệnh Xơ vữa động mạch ngoại biên,Ung thư vòm họng lây qua đường nào?,0
Nguyên nhân bệnh Viêm gân nhị đầu vai,Triệu chứng bệnh Viêm tai giữa cấp tính ở trẻ em biểu hiện như thế nào ?,0
Xử lý chứng hiếu động quá mức ở trẻ,Cần xử lý hội chứng ADHD như thế nào ?,1
Các xét nghiệm cận lâm sàng nào giúp chẩn đoán bệnh lý túi thừa đại tràng ?,Phương pháp điều trị bệnh Lao hạch,0
Ung thư gan là căn bệnh gì ?,Dấu hiệu nhận biết bệnh Ung thư gan là gì ?,1
Phòng ngừa bệnh Thoái hóa khớp gối?,Triệu chứng của bệnh viêm nội mạc tử cung biểu hiện như thế nào ?,0
Bệnh lao hạch có lây nhiễm không ,"Trước khi tiến hành nhổ răng, bác sĩ sẽ làm gì ?",0
Phòng ngừa bệnh Viêm tai giữa cấp tính như thế nào ?,Điều trị cắt xoắn bệnh polyp cổ tử cung,0
"Thưa bác sĩ, bệnh sa tạng chậu có những dấu hiệu nhận biết nào ạ?",Hội chứng quai mù có lây nhiễm không,0
Bạn có đang ngồi đúng tư thế trong khi lái xe không?,Bệnh thuyên tắc ối có thể hoàn toàn phòng ngừa không?,0
Bệnh thương hàn có lây lan và tạo thành dịch không?,Tổng quan bệnh Thalassemia (Tan máu bẩm sinh),0
Bệnh Viêm màng não do tác nhân nào gây ra ?,Cần làm gì để phát hiện sớm bệnh Viêm màng não ?,1
Nguyên nhân bệnh Viêm buồng trứng,Khi nào cần nhổ răng niềng răng ?,0
Những yếu tố nào ảnh hưởng đến mức độ biểu hiện của bệnh Rối loạn tiền đình ?,Trẻ mắc hội chứng ADHD biểu hiện như thế nào ?,0
Quan niệm của người Việt về ngày Tết là gì ?,bệnh Jet lag là gì,0
Hình ảnh trực quan về bệnh polyp cổ tử cung,Các triệu chứng giúp nhận biết polyp cổ tử cung là gì ?,1
Đường lây truyền bệnh Viêm ống dẫn trứng,Phòng ngừa bệnh Lồng ruột,0
Các xét nghiệm chẩn đoán xác định bệnh thừa sắt?,Các biện pháp chẩn đoán bệnh Viêm thanh quản mãn tính ?,0
Mỗi kì kinh nguyệt thường kéo dài trong bao lâu ?,Kinh nguyệt kéo dài là dấu hiệu của bệnh lý gì ?,1
Viêm tai giữa cấp tính ở người lơn và trẻ em có đặc điểm gì ?,Bệnh lý tủy xương có gây ra thiếu máu không ?,0
Cơ chế di căn của bệnh ung thư tuyến giáp là gì ?,Triệu chứng của bệnh Ung thư tuyến giáp di căn hạch cổ biểu hiện như thế nào ?,1
Bệnh dịch hạch lây truyền qua những con đường nào ?,Bệnh dịch hạch lây truyền phổ biến nhất qua con đường nào ?,1
Phòng ngừa viêm thanh quản cấp cần lưu ý những điều gì ?,Triệu chứng điển hình của bệnh Viêm dây thần kinh thị giác là gì ?,0
Chế độ ăn dành cho bệnh nhân tăng acid uric máu?,Mổ u nang buồng trứng trái bao lâu thì có thai được?,0
Tắc ống dẫn tinh là gì?,Các biện pháp điều trị bệnh Táo bón?,0
Bệnh Lạc nội mạc tử cung có biểu hiện như nào,Biện pháp phòng ngừa bệnh Lao cột sống,0
Các mô thường được ghép là gì ?,Nguyên nhân thai chết lưu do thai?,0
Khối u vòm họng thường lành tính hay ác tính ?,Rút chỉ mổ đẻ có đau không?,0
Điều trị và phòng tránh chứng tiểu buốt sau khi sinh mổ như thế nào ?,Phòng tránh Hội chứng quai mù,0
Tại sao trẻ sơ sinh dễ bị bệnh xuất huyết võng mạc ?,Bệnh cận thị có liên quan gì đến bệnh Xuất huyết võng mạc ?,1
Các kiểu thủ thuật mổ thoát vị bẹn?,Những lưu ý nhằm phòng bệnh quai bị tái phát ở trẻ nhỏ,0
Đau lưng thể hàn thấp biểu hiện như thế nào ?,Nguyên nhân bệnh Viêm màng ngoài tim co thắt là gì ?,0
Thính giác thay đổi như thế nào qua các giai đoạn phát triển của trẻ ?,Triệu chứng của hội chứng rối loạn thiếu hụt thiên nhiên là gì ?,0
bệnh Jet lag,Jet lag là gì,1
Làm nước detox như thế nào?,Công thức làm nước detox ngon nhất?,1
Nguyên nhân gây bệnh hở van 2 lá mạn tính là gì ?,Ngực được cấu tạo từ thành phần gì ?,0
Mẹ bầu nhận được lợi ích gì khi ăn sôcôla?,Socola có thành phần gì ?,1
Những điều cần chú ý khi tự điều trị lẹo mắt là gì ?,Lẹo mắt có thể tự khỏi được không ?,1
Những điều cơ bản nhất để dỗ bé là gì ?,Bệnh lao vú có biểu hiện như nào,0
"Vào thời gian chuyển mùa, cơ thể thường mắc những bệnh gì ?",Đau lưng thể hàn thấp biểu hiện như thế nào ?,1
Viêm buồng trứng mạn tính có những triệu chứng gì ?,Sữa mẹ có phải nguồn dinh dưỡng tốt nhất cho trẻ không ?,0
Viêm đường tiết niệu là bệnh gì ?,Dấu hiệu viêm đường tiết niệu ở trẻ là gì ?,1
Tổng quan bệnh Viêm ống dẫn trứng,Cắt tử cung được chỉ định khi nào trong điều trị vỡ tử cung ?,0
Phương pháp phòng ngừa bệnh Lao hạch,Biện pháp phòng tránh bệnh Lao hạch,1
Nguyên nhân bệnh Viêm lồi cầu ngoài xương cánh tay,Nguyên nhân bệnh Viêm mủ màng phổi là gì ?,0
Nguyên nhân bệnh Suy thai trong tử cung là gì ?,Những loại xét nghiệm nào phục vụ chẩn đoán bệnh Viêm lồi cầu ngoài xương cánh tay ?,0
Các biện pháp đẻ như thế nào dễ gây tắc mạch ối?,Sữa non chống nhiễm khuẩn cho bé được không ?,0
Chẩn đoán bệnh lỵ trực khuẩn,Phương pháp chẩn đoán bệnh lỵ trực trùng,1
Phương pháp nấu ăn có lợi cho tim mạch là gì ?,Nấu đồ ăn có nên cho nhiều muối không ?,1
Lưu ý khi ăn uống cho trẻ như thế nào để phòng tắc ruột sơ sinh?,Bệnh chân tay miệng nên bối thuốc gì cho mau khỏi ?,0
Những tác hại của việc chiều cao của trẻ không đạt chuẩn là gì ?,Tim có cấu tạo như thế nào ?,0
4 bài tập chữa trĩ bằng yoga hiệu quả tại nhà,Tập Yoga có tác dụng tốt đối với người mắc bệnh trĩ không ?,1
Chẩn đoán bệnh lỵ trực khuẩn,Phương pháp chẩn đoán bệnh lỵ trực khuẩn,1
Bệnh viêm phế quản ở trẻ nhỏ,Tổng quan bệnh Viêm đài bể thận,0
Nguyên nhân gây ra mụn trứng cá là gì ?,Vệ sinh như thế nòa để tránh bị mụn trứng cá ?,1
Súc miệng nước muối có làm trắng răng?,Nên sử dụng loại nước muối nào để súc miệng ?,1
Bệnh hắc lào có nguy hiểm không?,Hắc lào là bệnh gì ?,1
Tập thể dục thường xuyên có giúp cải thiện tình trạng huyết áp cao không ?,Các triệu chứng thường gặp sau thay khớp háng là gì ?,0
Chẩn đoán Viêm tĩnh mạch dựa vào những tiêu chuẩn gì ?,Yếu tố nguy cơ của bệnh tắc tuyến lệ?,0
Các thành phần có trong khói thuốc lá là gì ?,Những đồ dùng không cần thiết khi đi sinh mà mẹ nên biết,0
Nguyên nhân khiến trẻ ra mồ hôi vùng đầu và lưng là gì ?,Phòng ngừa bệnh Thuyên tắc phổi?,0
Bệnh lỵ trực trùng,Bệnh lỵ trực trùng là gì,1
Những bệnh gì hay gặp ở bà bầu ?,Chẩn đoán bệnh lác mắt,0
Các biện pháp điều trị bệnh Hôi nách,Chữa trị bệnh Hôi nách,1
Phương pháp phòng ngừa bệnh Kawasaki,Biện pháp phòng ngừa bệnh Kawasaki,1
Dị vật khớp gối có gây tiếng lạo xạo khi đang cử động không ?,Dấu hiệu kẹt khớp có phải biểu hiện của dị vật khớp gối không ?,1
Bệnh vảy nến tiến triển như thế nào ?,Mục đích của các phương pháp điều trị bệnh vảy nến là gì ?,1
Việc ăn trứng thường xuyên có tác hại gì ?,Phương pháp chẩn đoán bệnh Kawasaki,0
Bệnh chân tay miệng ở trẻ nhỏ kiêng gì để nhanh khỏi?,Điều trị bệnh lỵ trực khuẩn,0
Những xét nghiệm nào phục vụ chẩn đoán Viêm tĩnh mạch ?,"Sau khi sinh con, người mẹ bị ngắn đầu ti làm thế nào để cho trẻ bú ?",0
Trẻ hiếu động điều phối cảm xúc có tốt không ?,Trẻ hiếu động có ưu điểm gì so với trẻ ngoan ?,1
Hình ảnh cổ tử cung bình thường như thế nào ?,Các triệu chứng giúp nhận biết polyp cổ tử cung là gì ?,1
Phòng bệnh Không dung nạp Lactose,Biện pháp phòng ngừa bệnh Không dung nạp Lactose,1
Đường lây truyền bệnh Tế bào thần kinh vận động?,Tác hại khi sử dụng thực phẩm chế biến sẵn là gì ?,0
Biện pháp phòng ngừa bệnh Lao màng bụng,Tại sao không được sử dụng thuốc cầm tiêu chảy cho trẻ?,0
Thiếu máu có gây yếu cơ không?,Dùng lá kinh giới tắm cho trẻ như thế nào ?,0
Tỷ lệ vỡ của khối dị dạng động tĩnh mạch não là bao nhiêu ?,Điều trị dị dạng động tĩnh mạch máu não như thế nào ?,1
Lợi ích của việc ăn chuối là gì ?,Chẩn đoán bệnh Liệt dây thần kinh số 6,0
Hậu sản giật - biến chứng nguy hiểm thường bị các mẹ sau sinh coi nhẹ,Có những nguyên nhân nào dẫn tới hậu sản giật ?,1
Dây rốn là gì?,Việc mất nước và điện giải có ảnh hưởng gì đối với thai nhi ?,0
Các biện pháp chẩn đoán bệnh Bệnh lao phổi,Những xét nghiệm nào giúp chẩn đoán được bệnh lao phổi ?,1
Điều trị u sọ hầu như thế nào ?,Phẫu thuật điều trị u sọ hầu tiến hành như thế nào ?,1
Những sai lầm từ bố mẹ làm hỏng con cái,Bài thuốc chữa kiết lỵ từ rau sa,0
Điều trị bệnh Leukemia cấp,Biến chứng của bệnh hẹp bao quy đầu có nguy hiểm không ?,0
Khoảng thời gian giữa các lần điệu trị là bao lâu ?,Các triệu chứng toàn thân trong bệnh lý Viêm màng ối là gì ?,0
Các loại sữa bột thích hợp cho trẻ nhỏ từ 6 đến 12 tháng tuổi,Bệnh Viêm màng não có lây lan được không ?,0
Tuổi dậy thì nằm trong giai đoạn nào của đời sống mỗi người ?,Tuổi dậy thì nên ăn như thế nào ?,1
Đối tượng nào hay mắc bệnh trầm cảm ?,Biểu hiện bệnh liệt nửa người,0
24s cận cảnh tiêm gây tê ngoài màng cứng: Triệu bà mẹ lạnh sống lưng,Những biến chứng hiếm gặp khi thực hiện gây tê ngoài màng cứng là gì ?,1
Các thực phẩm tự nhiên nào giúp xóa sẹo thâm ?,Các loại kem nào giúp xóa sẹo thâm  ?,1
Tại sao nhiều phụ nữ có kinh nguyệt đều nhưng vẫn khó thụ thai ?,Nguyên nhân dẫn đến hiện tượng chu kì không rụng trứng là gì ?,1
"Thưa bác sĩ, ghép mô tạng là gì, các mô và tạng nào có thể ghép được ạ?",Các mô thường được ghép là gì ?,1
Ung thư gan là căn bệnh gì ?,Việc dùng thuốc kháng sinh khi mang thai trong 3 tháng đầu có tác hại gì ?,0
"Tôi thấy rất nhiều người bị đột quỵ, làm thế nào nhận biết sớm đột quỵ để đến bệnh viện điều trị kịp thời ạ?",nguyên nhân nào hay gặp nhất gây ra các bệnh lý ở dạ dày ?,0
Khô da ở trẻ sơ sinh và những điều mẹ bỉm sữa nhất định phải biết,Các nguyên nhân gây khô da ở trẻ sơ sinh?,1
Viêm màng não là bệnh gì ?,Đối tượng nào dễ mắc bệnh Viêm màng não ?,1
Khi nào cần xét nghiệm protein niệu ?,Các triệu chứng của bệnh thận biểu hiện như thế nào ?,1
Cần làm gì khi bị dị sản nang ?,Siêu âm có giúp chẩn đoán chính xác nang vú không ?,1
Ung thư tuyến tiền liệt là loại ung thư gì ?,Thoát vị rốn là gì?,0
Các biện pháp chẩn đoán bệnh Lỗ tiểu đóng thấp,Chẩn đoán bệnh lỗ tiểu đóng thấp,1
Nguyên nhân khiến thai phụ đi tiểu nhiều hơn là gì ?,Khi mang thai thì nhiệt độ cơ thể có tăng không ?,1
Có những loại thuốc nào điều trị hắc lào ?,Các biện pháp điều trị bệnh Xẹp đốt sống,0
Bắp cải có ảnh hưởng như thế nào đối với sữa mẹ ?,Những lạo đồ uống nào ảnh hưởng đến sữa mẹ ?,1
Nguyên nhân gây ra bệnh Zona là gì ?,Bị bệnh Zona nên kiêng những gì ?,1
Bệnh ho gà ở trẻ em: Khi nào cần đưa trẻ đi viện?,Làm sao để phòng tránh bệnh ho gà ?,1
Sử dụng rượu bia nhiều có dễ bị Viêm thanh quản không ?,Tổng quan bệnh Dậy thì sớm ở nam,0
Các biện pháp chẩn đoán bệnh Thalassemia (Tan máu bẩm sinh),Sau bao lâu thì có thể hiến máu trở lại ?,0
Thuốc trị mun có tác dụng gì ?,Phòng ngừa bệnh Vô kinh,0
